STATION,NAME,DATE,AWND,FMTM,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/10/2007,15.88,,,1255,0,,0,0,,55,30,,200,210,,33.1,44.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/11/2007,,,,1536,0,,0,0,,60,35,,190,180,,23.9,31.1,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/12/2007,10.51,,,16,0.09,,0,0,,35,17,,350,320,,15,21,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/13/2007,8.5,,,140,0.06,,0.3,0,,19,16,,10,360,,16.1,21,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/14/2007,7.38,,,1846,0.34,,0.5,0,,28,18,,330,320,,16.1,21.9,1,,,1,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/15/2007,9.84,,,747,0,,0,1,,28,7,,320,320,,18.1,25.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/16/2007,4.25,,,337,0,,0,1,,28,1,,310,320,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/17/2007,8.05,,,2344,0,,0,1,,27,11,,200,210,,18.1,23.9,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/18/2007,11.86,,,1501,0,,0,0,,38,27,,320,320,,23,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/19/2007,4.47,,,1433,0,,0,0,,42,23,,240,230,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/20/2007,5.14,,,2349,0.32,,3.2,0,,42,23,,110,110,,13,19.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/21/2007,6.04,,,323,0.04,,0.4,3,,35,29,,110,120,,15,18.1,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/22/2007,6.49,,,1834,0,,0,3,,29,20,,250,240,,13,17,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/23/2007,5.59,,,955,0,,0,3,,37,19,,230,250,,12.1,15,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/24/2007,5.82,,,1547,0,,0,2,,43,29,,320,310,,15,21,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/25/2007,2.91,,,1638,0,,0,1,,44,23,,220,230,,10.1,13,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/26/2007,11.63,,,1458,0,,0,0,,53,33,,220,210,,28,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/27/2007,11.63,,,1906,0,,0,0,,35,16,,320,330,,23.9,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/28/2007,9.17,,,651,0,,0,0,,26,10,,320,320,,18.1,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/29/2007,11.18,,,2351,0,,0,0,,44,17,,320,330,,29.1,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/30/2007,9.4,,,2357,0,,0,0,,21,8,,320,320,,25.1,32,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1/31/2007,6.71,,,1016,0.02,,1,0,,23,13,,200,210,,14.1,17,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/1/2007,4.47,,,2323,0,,0,0,,31,17,,330,320,,21.9,30,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/2/2007,14.32,,,2128,0,,0,0,,25,7,,340,220,,23,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/3/2007,8.05,,,422,0,,0,0,,20,7,,320,340,,18.1,28,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/4/2007,6.04,,,1023,0,,0,0,,25,12,,330,330,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/5/2007,9.4,,,1749,0,,0,0,,24,13,,70,60,,15,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/6/2007,8.72,,,2116,0,,0,0,,57,16,,10,360,,21,28,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/7/2007,10.07,,,1653,0,,0,0,,26,16,,20,60,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/8/2007,7.38,,,2304,0,,0,0,,26,19,,60,50,,14.1,15,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/9/2007,7.38,,,2245,0,,0,0,,23,18,,360,360,,13,15,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/10/2007,4.03,,,102,0,,0,0,,28,15,,10,330,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/11/2007,8.05,,,1543,0,,0,0,,42,22,,210,220,,19.9,23,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/12/2007,9.84,,,2038,0.43,,0.5,0,,37,30,,50,60,,19.9,29.1,1,,1,1,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/13/2007,14.99,,,648,0.12,,3,0,,30,15,,10,20,,25.1,32,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/14/2007,8.28,,,26,0,,0,0,,21,6,,20,10,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/15/2007,7.16,,,11,0,,0,0,,15,4,,360,10,,14.1,17,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/16/2007,13.2,,,1424,0,,2,0,,37,4,,200,200,,30,38.9,1,1,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/17/2007,12.53,,,159,0,,0,0,,37,4,,330,330,,28,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/18/2007,7.83,,,1729,0,,0,0,,51,19,,190,190,,21.9,28,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/19/2007,13.42,,,339,0,,0,0,,58,36,,220,210,,29.1,40,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/20/2007,3.8,,,822,0,,0,0,,57,33,,100,100,,12.1,16.1,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/21/2007,6.49,,,1406,0,,0,0,,64,32,,210,210,,21,25.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/22/2007,5.59,,,932,0,,0,0,,64,32,,60,30,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/23/2007,12.97,,,2108,0,,0,0,,62,38,,140,150,,23,36.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/24/2007,8.95,,,41,0.7,,0,0,,52,40,,150,130,,23,35.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/25/2007,14.32,,,1457,0.1,,0,0,,31,42,,290,280,,23.9,36,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/26/2007,3.8,,,1349,0,,0,0,,45,28,,310,300,,10.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/27/2007,6.93,,,2352,0,,0,0,,50,26,,90,80,,17,21.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",2/28/2007,10.51,,,605,1.43,,0,0,,63,26,,90,100,,18.1,23.9,1,,1,,1,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/1/2007,15.66,,,1410,0.12,,0,0,,48,26,,290,260,,31.1,44.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/2/2007,16.33,,,1310,0,,0,0,,43,30,,270,250,,28,47,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/3/2007,13.65,,,21,0,,0,0,,33,20,,320,320,,25.1,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/4/2007,6.93,,,1251,0,,0,0,,56,18,,250,250,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/5/2007,7.38,,,1839,0,,0,0,,66,32,,40,40,,19.9,23,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/6/2007,8.95,,,2231,0,,0,0,,68,29,,80,240,,15,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/7/2007,8.05,,,1509,0,,0,0,,51,32,,20,20,,16.1,21,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/8/2007,5.59,,,1607,0,,0,0,,59,30,,190,120,,12.1,14.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/9/2007,6.49,,,1754,0.13,,0,0,,66,44,,350,350,,16.1,21,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/10/2007,5.59,,,1655,0,,0,0,,60,33,,100,70,,14.1,17,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/11/2007,5.37,,,1213,0,,0,0,,63,46,,140,130,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/12/2007,6.71,,,1617,0,,0,0,,72,47,,240,230,,17,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/13/2007,10.51,,,1554,0,,0,0,,77,54,,220,220,,23,29.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/14/2007,11.18,,,2205,0,,0,0,,76,49,,40,40,,23,30,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/15/2007,10.96,,,1828,0,,0,0,,56,43,,30,30,,18.1,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/16/2007,6.49,,,1013,0,,0,0,,53,32,,360,10,,13,17,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/17/2007,11.18,,,1341,0,,0,0,,49,35,,70,70,,18.1,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/18/2007,11.18,,,2358,0,,0,0,,61,34,,190,200,,18.1,25.1,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/19/2007,9.84,,,58,0,,0,0,,66,33,,210,210,,21,25.9,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/20/2007,10.07,,,517,0,,0,0,,53,44,,90,80,,19.9,25.9,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/21/2007,15.43,,,1403,0,,0,0,,73,44,,200,190,,30,38,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/22/2007,8.28,,,108,0.81,,0,0,,68,50,,230,220,,21.9,31.1,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/23/2007,5.59,,,1308,0,,0,0,,68,56,,220,220,,14.1,18.1,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/24/2007,11.41,,,1434,0,,0,0,,75,62,,170,170,,23,29.1,,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/25/2007,15.43,,,1042,0,,0,0,,77,65,,190,210,,25.1,35.1,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/26/2007,9.17,,,1604,0.02,,0,0,,76,63,,230,210,,21,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/27/2007,5.14,,,1438,0,,0,0,,74,60,,130,130,,19.9,25.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/28/2007,5.82,,,1714,0,,0,0,,77,57,,120,110,,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/29/2007,6.93,,,2132,0.76,,0,0,,74,57,,240,240,,23,29.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/30/2007,5.37,,,2323,0.55,,0,0,,68,60,,120,130,,17,21,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",3/31/2007,13.87,,,1257,0.2,,0,0,,68,52,,220,220,,33.1,44.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/1/2007,9.17,,,1203,0,,0,0,,70,47,,240,240,,19.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/2/2007,10.07,,,1728,0,,0,0,,83,49,,200,190,,25.9,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/3/2007,14.32,,,1355,0.35,,0,0,,74,37,,330,320,,25.9,40.9,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/4/2007,11.41,,,1211,0,,0,0,,48,28,,360,280,,18.1,28,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/5/2007,8.72,,,1303,0,,0,0,,42,28,,330,340,,14.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/6/2007,14.32,,,1449,0,,0,0,,39,29,,320,290,,25.1,36.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/7/2007,10.51,,,1248,0,,0,0,,41,20,,330,290,,19.9,30,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/8/2007,6.04,,,1313,0,,0,0,,45,24,,310,240,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/9/2007,4.47,,,2337,0,,0,0,,48,31,,120,110,,13,17,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/10/2007,7.61,,,1235,0.76,,0,0,,47,41,,140,140,,17,23,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/11/2007,11.18,,,1825,0.3,,0,0,,43,38,,300,320,,21.9,31.1,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/12/2007,8.28,,,135,0,,0,0,,50,35,,320,320,,16.1,23,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/13/2007,8.5,,,2358,0.4,,0,0,,50,35,,60,60,,21,25.1,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/14/2007,7.61,,,1108,0.31,,0,0,,53,35,,30,40,,21,28,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/15/2007,4.47,,,1238,0,,0,0,,66,34,,290,290,,15,19.9,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/16/2007,6.49,,,1553,0,,0,0,,73,43,,220,190,,15,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/17/2007,4.25,,,1929,0,,0,0,,71,50,,210,210,,18.1,23.9,,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/18/2007,5.82,,,1247,0,,0,0,,71,52,,80,100,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/19/2007,9.62,,,1718,0,,0,0,,69,46,,120,130,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/20/2007,8.95,,,1452,0,,0,0,,78,53,,180,180,,21,28,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/21/2007,12.3,,,1713,0,,0,0,,80,59,,190,180,,23,30,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/22/2007,17.22,,,1221,0,,0,0,,75,63,,180,190,,32,48.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/23/2007,5.82,,,23,0,,0,0,,77,54,,260,250,,13,17,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/24/2007,9.4,,,1616,0.1,,0,0,,79,60,,170,170,,23.9,30,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/25/2007,6.71,,,1907,0.98,,0,0,,79,53,,50,50,,18.1,23.9,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/26/2007,8.5,,,1152,0.18,,0,0,,53,47,,310,330,,17,23,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/27/2007,3.13,,,1333,0.24,,0,0,,66,44,,260,260,,23,32,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/28/2007,5.82,,,1438,0,,0,0,,79,49,,270,270,,16.1,21.9,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/29/2007,7.83,,,1524,0,,0,0,,87,49,,210,210,,18.1,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",4/30/2007,10.07,,,1526,0,,0,0,,84,65,,190,180,,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/1/2007,3.8,,,652,0,,0,0,,76,67,,190,200,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/2/2007,7.61,,,1558,0.87,,0,0,,68,56,,60,70,,15,18.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/3/2007,8.5,,,1704,0.52,,0,0,,69,61,,130,130,,16.1,23.9,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/4/2007,7.61,,,1440,0,,0,0,,79,62,,130,140,,16.1,23,1,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/5/2007,10.07,,,2359,0,,0,0,,85,69,,140,130,,21.9,32,,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/6/2007,11.41,,,126,2.7,,0,0,,78,62,,140,140,,23.9,35.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/7/2007,5.82,,,859,1.66,,0,0,,74,63,,90,90,,19.9,25.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/8/2007,2.68,,,1342,0,,0,0,,79,60,,360,350,,12.1,15,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/9/2007,2.46,,,1100,0,,0,0,,77,58,,170,180,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/10/2007,3.58,,,2153,0,,0,0,,85,63,,190,130,,12.1,15,1,,,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/11/2007,3.36,,,1429,0,,0,0,,88,64,,30,30,,15,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/12/2007,4.7,,,1329,0,,0,0,,87,62,,50,100,,13,17,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/13/2007,6.04,,,1700,0,,0,0,,88,66,,190,190,,15,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/14/2007,12.08,,,1105,0,,0,0,,87,71,,200,200,,23.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/15/2007,9.4,,,1442,0.34,,0,0,,78,55,,330,320,,21.9,30,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/16/2007,4.92,,,1347,0,,0,0,,75,51,,310,330,,14.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/17/2007,7.83,,,225,0,,0,0,,75,53,,40,50,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/18/2007,8.95,,,556,0,,0,0,,73,53,,150,160,,17,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/19/2007,9.17,,,1432,0,,0,0,,80,58,,210,190,,18.1,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/20/2007,8.72,,,1417,0,,0,0,,80,63,,180,170,,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/21/2007,11.18,,,1532,0,,0,0,,81,63,,180,150,,21.9,35.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/22/2007,14.99,,,1754,0,,0,0,,81,67,,180,170,,23,32,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/23/2007,14.99,,,635,0,,0,0,,83,68,,180,170,,23.9,33.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/24/2007,11.41,,,1140,0.06,,0,0,,75,57,,290,280,,23.9,35.1,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/25/2007,6.04,,,849,0,,0,0,,68,59,,100,80,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/26/2007,7.61,,,1602,0.92,,0,0,,78,64,,210,180,,21,28,1,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/27/2007,4.47,,,1647,0.38,,0,0,,76,64,,170,120,,13,16.1,1,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/28/2007,8.5,,,1817,0.06,,0,0,,82,66,,140,130,,18.1,25.1,,,1,,,,,,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/29/2007,9.4,,,1550,0.14,,0,0,,83,68,,140,150,,21,29.1,,,1,,,,,1,,,,,,,,,,,,,,
USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",5/30/2007,5.37,,,1024,0.92,,0,0,,74,65,,270,190,,16.1,23,1,,1,,,,,,,,,,,,,,,,,,,
